id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
2932,Partywear Ethnic Womens Girls Ladies Shoe Jutis For Women Jutis For Women  (Multicolor),3.9,Women,Flipkart,299,499,40.08%,96,17,53,15,7,6,15,0
17357,Women Beige Bellies Sandal,4.4,,Flipkart,474,999,52.55%,,,,,7,1,4,0
4126,Women Grey Heels Sandal,4.1,Women,Flipkart,599,999,40.04%,622,102,330,148,74,26,42,1
15843,"Best Quality Boots Latest Fashion ,Trending Boots And Very Comfortable Boots For Women  (White)",4,,Flipkart,349,999,65.07%,,25,,19,11,3,10,1
16207,TRAVELLAR LP Running Shoes For Men  (Grey),4.2,Men,Flipkart,1500,2999,49.98%,5117,681,2814,1346,480,199,278,1
18304,Slippers,3.8,,Flipkart,141,499,71.74%,,23,71,,22,14,17,0
18549,Women Brown Heels Sandal,4.4,Women,Flipkart,894,1490,40.00%,226,28,141,53,19,4,9,1
11570,"EDGEBOUNCE 1.5 W Running Shoes For Women  (Black, White)",4.5,Women,Flipkart,3883,8999,56.85%,6,0,4,1,1,0,0,1
9975,Walking Shoes For Women  (Blue),4.2,Women,Flipkart,664,799,16.90%,21,7,14,2,1,3,1,1
11047,GO RUN FAST Running Shoes For Women  (Black),4.6,Women,Flipkart,2650,5299,49.99%,101,15,76,16,4,1,4,1
19697,Slides,4,Women,Flipkart,299,999,70.07%,81,10,41,21,8,3,8,1
3669,Synthetic Leather Casual Partywear New Design Boots For Women  (White),4.2,Women,Flipkart,467,999,53.25%,2233,395,1333,403,231,97,157,1
4935,Womens Comfort Stylish Trending Printed Slippers (Pack Of 4) Flip Flops,3.8,Women,Flipkart,245,499,50.90%,10733,1546,4769,2205,1697,815,1247,0
15692,Men Brown Sandal,3.9,Men,Flipkart,314,999,68.57%,133,15,59,31,24,6,13,0
19348,Longwalk Women Casual Sneakers Shoes,4.5,Women,Amazon,429,454,5.51%,37,19,7,0,7,14,72,0
6910,Women Brown Wedges Sandal,3.7,Women,Flipkart,455,533,14.63%,135,20,58,26,23,8,20,0
7139,Climber Boots For Men  (Bronze),4,Men,Flipkart,499,999,50.05%,60107,7501,33445,9311,6841,3551,6959,1
16858,NUM0010 Derby For Men  (Brown),3.8,Men,Flipkart,396,799,50.44%,33,4,16,6,4,1,6,0
18419,Stylish Laser Punch Casual Belly Bellies For Women  (Tan),3.8,Women,Flipkart,399,499,20.04%,228,24,100,52,38,9,29,0
13646,Women Blue Heels Sandal,4.1,Women,Flipkart,449,999,55.06%,954,138,496,234,113,56,57,1
14152,Women 's Shoes For Girls Casuals For Women  Casuals For Women  (Multicolor),4.2,Women,Flipkart,459,999,54.05%,972,144,527,232,122,38,53,0
2319,Running Shoes For Men  (Blue),3.8,Men,Flipkart,284,799,64.46%,163,20,83,25,23,11,21,0
10455,Bk Mojaris For Men  (Brown),3.3,Men,Flipkart,699,999,30.03%,6,1,2,1,1,1,1,0
8719,Ankle Length & High Ankle Length Boots For Women  (Beige),4.1,Women,Flipkart,458,999,54.15%,4721,770,2545,1002,522,234,418,0
19824,Concave 2 Wn s IDP Running Shoes For Women  (Purple),4.3,Women,Flipkart,2007,3999,49.81%,367,47,206,108,30,6,18,1
6487,Women Maroon Wedges Sandal,4.4,Women,Flipkart,282,799,64.71%,67,7,44,11,6,2,3,0
8770,Flip Flops,4.1,Men,Flipkart,349,375,6.93%,21054,2532,11523,4995,2145,894,1497,1
9123,"New Trendy Fashionable And Comfortable 2 Combo Shoe Party Wear Sneakers Women and Girls Running Shoes,Gym Shoes,Canvas Shoes,Training Shoes,Sports Shoes For Girls Sneakers For Women  (Black, White)",4.1,Women,Flipkart,649,998,34.97%,346,55,182,82,35,19,28,1
20861,Sparx Men's Sc0162g Sneakers,4,Men,Amazon,795,1199,33.69%,228,126,10,3,12,25,51,1
14323,GEL CONTEND 4B+ Running Shoes For Men  (Black),4.2,Men,Flipkart,1499,3499,57.16%,3742,499,2154,904,325,122,237,1
4103,Boots For Women  (Brown),3.9,Women,Flipkart,2579,4695,45.07%,58,10,33,6,8,1,10,0
17001,Slippers,3.9,Women,Flipkart,149,229,34.93%,1647,274,789,324,239,122,173,0
19464,Slippers,4,Men,Flipkart,479,649,26.19%,8671,1032,4665,1745,855,468,938,1
5041,"Bellies Jutis For Women  (Blue, Gold)",3.8,Women,Flipkart,290,499,41.88%,57,6,26,16,3,2,10,0
15403,STORMER LS Running Shoes For Women  (Off White),4.3,Women,Flipkart,2267,3999,43.31%,98,13,58,23,9,3,5,1
13887,RC3526 001 Slip On For Men  (Black),4.2,Men,Flipkart,1935,4299,54.99%,790,128,410,221,83,26,50,1
19491,Slides,3.6,Men,Flipkart,320,999,67.97%,437,62,173,95,62,44,63,1
11929,Bellies For Women  (Grey),4.3,Women,Flipkart,613,999,38.64%,92,12,54,23,4,7,4,1
11550,Slippers,4,Men,Flipkart,272,299,9.03%,23608,2750,11255,6103,3008,1243,1999,1
16151,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64%,368,68,201,79,51,11,26,1
1865,ARYA - DIFFERENT EDGE Bellies For Women  (Navy),4.2,Women,Flipkart,2364,4299,45.01%,166,24,94,39,12,6,15,1
660,Jutis For Women  (Black),4,Women,Flipkart,283,632,62.12%,845,132,871,34,106,54,112,0
5183,SL-172 Women Walking Shoes For Women  (Pink),4.5,Women,Flipkart,798,799,0.13%,6,0,3,3,0,0,0,1
20176,Women Black Heels Sandal,3.9,Women,Flipkart,849,2499,66.03%,183,28,97,26,23,14,23,1
14158,"Men Red, Black Sports Sandal",3.9,Men,Flipkart,554,999,44.54%,1972,254,969,394,256,149,204,1
10192,Women Black Flats Sandal,4.4,Women,Flipkart,639,799,20.03%,166,21,95,49,12,2,5,1
16071,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,790,949,16.75%,3223,472,1738,875,324,107,179,1
13970,Walking Shoes For Women  (Pink),4,Women,Flipkart,498,999,50.15%,532,78,259,136,59,38,37,1
1901,Women Brown Wedges Sandal,4.1,Women,Flipkart,243,269,9.67%,749,126,374,205,90,42,38,1
9931,Kazarmax Women's Walking Shoes,4.4,Women,Amazon,949,949,0.00%,17,10,0,0,9,43,48,1
9915,Women Off White Flats Sandal,4.2,Women,Flipkart,249,599,58.43%,992,170,559,246,103,41,43,0
7066,Running Shoes For Men  (Yellow),4.2,Men,Flipkart,569,999,43.04%,236,26,127,58,30,10,11,1
8605,Puma Smash v2 Buck Sneakers For Men  (Black),4.3,Men,Flipkart,1749,3499,50.01%,582,98,369,122,45,14,32,1
11403,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64%,368,68,201,79,51,11,26,1
14781,Women Gold Wedges Sandal,4.3,Women,Flipkart,1418,1890,24.97%,6,1,3,2,1,0,0,1
9206,Sneakers For Men  (Red),4.1,Men,Flipkart,199,499,60.12%,137,14,93,8,10,11,15,0
5501,Sports shoes/Casual shoes/Walking Shoes/Gym shoes/Running shoes/Cricket shoes Walking Shoes For Men  (Black),3.8,Men,Flipkart,367,999,63.26%,775,75,407,114,89,55,110,1
19618,Bellies For Women  (Off White),3.3,Women,Flipkart,399,999,60.06%,8,0,3,1,1,1,2,0
135,Ankle Length Stylish Boots For Men  (Brown),3.9,Men,Flipkart,461,822,50.05%,1689,248,422,443,209,232,211,1
13097,RODEO-2 Running Shoes For Men  (Blue),4.2,Men,Flipkart,873,999,12.61%,5386,899,2895,1345,595,193,358,1
13004,"Combo Pack of 2 Casual Shoes Sneakers For Women  (Red, Blue)",3.9,Women,Flipkart,420,999,57.96%,757,107,359,161,103,54,74,1
9360,Mojaris For Men  (Brown),3.7,Men,Flipkart,616,799,22.90%,110,18,54,18,11,4,23,0
5062,Men Blue Flats Sandal,3.8,Men,Flipkart,379,999,62.06%,780,95,367,156,106,58,93,0
19575,"Men Yellow, Black, Blue Casual Sandal",4.1,Men,Flipkart,569,699,18.60%,12689,1762,6843,3150,1328,469,899,1
1736,Slippers,4.1,Women,Flipkart,299,499,40.08%,134,16,77,27,10,8,12,0
19673,"Sneaker-03 Navy Sky Running shoes for boys |sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight white shoes for running, walking, gym, trekking, hiking & party Running Shoes Lace Up For Men  (Blue, Blue)",4.1,Men,Flipkart,854,1499,43.03%,2862,495,1556,658,283,128,237,1
8814,casual for men Sneakers For Men  (Black),3.9,Men,Flipkart,474,999,52.55%,1893,248,980,323,250,127,213,1
9119,Training & Gym Shoes For Men  (Black),3.6,Men,Flipkart,329,999,67.07%,33,2,15,4,6,2,6,0
904,HAGUES Formal Shoes For Men  (Navy),3.4,Men,Flipkart,2058,4810,59.99%,45,6,20,7,4,5,16,1
9115,Women Black Flats Sandal,3.8,Women,Flipkart,261,1299,79.91%,2011,271,921,425,283,121,261,0
14467,DOCTOR EXTRA SOFT Flat Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Slippers,4.1,Women,Flipkart,360,599,39.90%,10451,1220,5358,2796,1224,461,612,1
4725,WMNS NIKE ZOOM WINFLO 7 Training & Gym Shoes For Women  (Black),4.7,Women,Flipkart,4785,7995,40.15%,3,1,2,1,0,0,0,1
3093,ZF Klub Men's Lace up Walking Shoes Running Shoes Lightweight Breathable Mesh Fashion Sneakers / Designer party Wear For Men (black new look wise ) For Men  (Black),3.8,Men,Flipkart,449,999,55.06%,1584,163,802,217,202,132,231,1
7234,Flip Flops,3.9,Women,Flipkart,379,999,62.06%,27,1,12,7,4,1,3,0
355,Formal Slip On Shoe For Men (Brown) Slip On For Men  (Brown),4.1,Men,Flipkart,626,1497,56.37%,3649,705,1245,651,302,214,207,0
19779,Women Off White Wedges Sandal,4.2,Women,Flipkart,599,1299,53.89%,179,28,90,62,11,11,9,1
763,"punjabi jutti , nagra shoes , nagra , kurta shoes ,shoes for kurta pajama , juti , mojari , rajasthani jutti. Mojaris For Men  (Brown)",3.6,Men,Flipkart,225,670,54.92%,7,0,4,3,2,2,5,0
20781,Labbin Mens Casual Sneakers Shoes in Canvas White Sneakers Lightweight Shoes White,3.8,Men,Amazon,348,348,0.00%,4,3,0,0,0,30,70,0
5019,D'LITES-RUNWAY READY Sneakers For Women  (White),4.8,Women,Flipkart,3574,6499,45.01%,10,0,8,2,0,0,0,1
15393,Men Brown Flats Sandal,3.9,Men,Flipkart,989,999,1.00%,320,42,155,66,45,15,39,0
4248,Extra Soft Walking Shoes For Women  (Black),4.3,Women,Flipkart,649,999,35.04%,181,29,115,31,17,6,11,1
144,Women Black Wedges Sandal,4.3,Women,Flipkart,1021,3183,70.02%,96,11,51,37,5,5,2,1
5288,Kapani Fashion Bad Boy Slipper for Men Slides,4,Men,Flipkart,270,499,45.89%,3276,376,1867,556,343,154,356,0
18124,Corporate Derby Lace Up Derby For Men  (Black),4.2,Men,Flipkart,949,999,5.01%,638,109,332,183,60,24,39,0
6072,Combo Pack of 4 Sports Shoes Walking Shoes For Men  (Multicolor),3.9,Men,Flipkart,698,1999,65.08%,4445,529,2303,709,598,302,533,1
18833,Girl's synthetic Leather Bellies For Women  (Black),4.1,Women,Flipkart,315,599,47.41%,10896,1601,5788,2378,1354,564,812,1
17365,Women Gold Wedges Sandal,3.7,Women,Flipkart,169,499,66.13%,605,57,264,109,89,52,91,0
6806,Zapatoz Women's Casual Shoes,3.7,Women,Amazon,499,499,0.00%,188,74,19,4,11,22,44,1
877,Boots For Women  (Black),4,Women,Flipkart,483,2032,75.04%,1689,332,215,393,8,120,247,0
7206,PEEP-TOE-ANKLE-CUT Bellies For Women  (Black),3.7,Women,Flipkart,299,999,70.07%,1664,237,682,339,282,120,244,1
2897,Trending Sneakers For Men's Casual Boxer Shoes Black High Tops For Men  (Black),4,Men,Flipkart,249,599,58.43%,3150,339,1778,441,375,195,361,1
5955,Mojaris For Women  (Multicolor),4.1,Women,Flipkart,699,1000,30.10%,52,10,25,14,10,0,3,1
11076,Women Black Wedges Sandal,3.9,Women,Flipkart,719,999,28.03%,926,167,455,185,127,54,104,0
19693,Women Pink Flats Sandal,3.9,Women,Flipkart,181,499,63.73%,4988,632,2410,935,706,381,556,1
16284,Men Red Casual Sandal,4,Men,Flipkart,474,999,52.55%,21581,3053,10687,5066,2876,1119,1833,0
3304,"Boots For Men  (Orange, Black)",4.1,Men,Flipkart,599,999,40.04%,856,89,510,124,89,57,76,1
11344,Stylish Party Wear Loafers Shoe Loafers For Men  (Blue),4,Men,Flipkart,549,1499,63.38%,353,53,196,54,36,24,43,0
10451,Women Brown Heels Sandal,4.4,Women,Flipkart,399,599,33.39%,20,3,12,4,2,1,0,0
20005,Men Brown Sandal,3.9,Men,Flipkart,547,999,45.25%,,,,692,496,205,349,1
8463,New Fashionable And Comfortable Sneakers For Women And Girls Party Wear Party Wear For Women  (Pink),4.1,Women,Flipkart,499,999,50.05%,63,9,41,5,5,5,7,1
1604,Men's Golden Printed Fabric Velvet Jutis For Men  (Gold),3.8,Men,Flipkart,426,999,57.36%,380,52,184,63,49,23,61,0
13390,Jutis For Men  (Black),4.7,Men,Flipkart,780,999,21.92%,6,0,4,2,0,0,0,0
20488,Black With Fine Lining Design Slip On Shoes For Men  (Black),3.6,Men,Flipkart,425,499,14.83%,359,61,139,65,75,31,49,0
4909,Wedge Heel Wedges For Women  (Grey),3.5,Women,Flipkart,299,899,66.74%,52,12,22,7,6,7,10,0
17301,Women Brown Flats Sandal,4.4,Women,Flipkart,1383,1895,27.02%,98,10,63,22,6,1,6,1
19480,Bellies For Women  (Gold),3.9,,Flipkart,379,1499,74.72%,,39,,36,,10,24,1
3475,Pepsi Walking Shoes For Women  (Black),4.2,Women,Flipkart,664,999,33.53%,869,156,508,174,87,37,63,1
538,New Stylish Girls/Women/Ladies Comfortable Fashionable Outdoor High Heel Ankle Boots For Women  (Pink),4,Women,Flipkart,385,1017,55.26%,245,32,95,48,26,12,10,0
16454,GO RUN RIDE 7 Running Shoes For Women  (Pink),4.5,Women,Flipkart,3250,6499,49.99%,10,2,6,1,0,0,1,1
17168,PRO-CAP-AW1014 Slip On For Men  (Black),3.9,Men,Flipkart,799,1499,46.70%,2722,379,1225,710,382,127,278,1
7217,"Chevit Latest Fashion Combo Pack of 2 Pairs Casual Outdoors Shoes Outdoors For Men  (Black, Blue)",3.8,Men,Flipkart,649,1498,56.68%,165,17,83,22,28,11,21,1
4335,Men Grey Sandal,3.5,Men,Flipkart,451,671,32.79%,2832,380,1162,458,396,233,583,1
14047,RC3509 001 High Tops For Men  (Black),4.2,Men,Flipkart,2025,4499,54.99%,1988,364,1120,493,177,71,127,1
18865,Jaipuri Women's Traditional Slip-On Mojari Jutti Mojaris For Women  (Orange),4.7,Women,Flipkart,225,599,62.44%,15,4,10,3,1,0,0,0
8763,Women Black Wedges Sandal,4.1,Women,Flipkart,774,1290,40.00%,95,14,49,26,6,6,8,1
7315,"PERIS Running Shoes For Men  (Navy, Green)",4.1,Men,Flipkart,1823,2399,24.01%,,,2859,,415,210,460,1
6354,Women Brown Heels Sandal,4.5,Women,Flipkart,720,799,9.89%,31,3,19,11,0,0,1,1
10784,Casuals For Men  (White),3.7,Men,Flipkart,534,999,46.55%,108,12,56,13,14,4,21,0
12615,Boots For Women  (Black),4.7,Women,Flipkart,499,999,50.05%,6,0,4,2,0,0,0,0
20345,US Polo Association Men's Panal Sneakers,4.2,Men,Amazon,1350,1799,24.96%,27,13,9,6,6,12,66,1
13799,ROYALCOMPLETECLN Sneakers For Women  (White),4.3,Women,Flipkart,2399,3999,40.01%,83,6,37,36,6,2,2,1
12485,Flip Flops,3.4,Women,Flipkart,299,649,53.93%,17,3,6,2,3,4,2,0
16961,Slippers,4.2,Women,Flipkart,399,799,50.06%,2142,277,1206,521,241,87,89,0
16935,Glitter Jutis For Women  (Black),3.3,Women,Flipkart,281,499,43.69%,29,3,10,6,4,2,7,0
16776,Sneakers For Women  (White),4.2,Women,Flipkart,549,999,45.05%,195,32,120,25,31,7,12,1
19807,"New Fashionable Waterproof Casual Shoes,Walking Shoes,Rubber Shoes,Lightweight Shoes Casuals For Women  (Pink)",4,Women,Flipkart,399,799,50.06%,1174,215,607,254,152,55,106,1
7324,Women White Heels Sandal,3.4,Women,Flipkart,469,999,53.05%,5,0,1,2,0,2,0,1
12970,Men Synthetic Leather Office Black Formal Shoes Slip On Shoes For Men  (Black),3.8,Men,Flipkart,474,999,52.55%,14915,2309,6729,3177,2256,1042,1711,1
5636,ELIZA Running Shoes For Women  (Black),3.3,Women,Flipkart,849,899,5.56%,3,0,0,1,2,0,0,1
17298,Women Multicolor Heels Sandal,3.9,Women,Flipkart,386,998,61.32%,391,60,189,80,55,27,41,1
13944,Women Gold Wedges Sandal,3.6,Women,Flipkart,499,999,50.05%,85,15,34,22,9,5,15,1
20920,Women Beige Heels Sandal,4.3,Women,Flipkart,699,999,30.03%,601,101,337,170,41,24,29,1
6441,WOMEN LEATHER OPEN BACK BELLIES Loafers For Women  (Brown),4.3,Women,Flipkart,545,999,45.45%,21,6,12,6,1,1,1,0
19307,Women Black Wedges Sandal,4,Women,Flipkart,473,499,5.21%,474,95,253,102,55,13,49,1
18899,Slides,4,Men,Flipkart,1484,2699,45.02%,81,7,45,12,13,4,7,1
6994,Flip Flops,3.7,Men,Flipkart,379,999,62.06%,67,8,31,12,5,8,11,1
19215,Formal Classy Bellies For Women  (Tan),3.9,Women,Flipkart,424,500,15.20%,1041,138,484,250,138,69,100,1
9490,888 Jutis For Men  (Beige),4.2,Men,Flipkart,919,999,8.01%,60,10,35,13,2,6,4,0
14166,"Casual Loafers, Sneakers Shoes for Woman Pack of 2 Combo(O)-1253-1254 Sneakers For Women  (Multicolor)",3.8,Women,Flipkart,525,998,47.39%,34,2,19,4,2,2,7,1
6968,Women Black Heels Sandal,4.3,Women,Flipkart,474,999,52.55%,259,53,167,39,18,10,21,0
20823,"Casual shoes,Running shoes,Walking shoes,Loafers,Sneakers,Traning shoes,Gym shoes. Casuals For Women  (Multicolor)",4.1,Women,Flipkart,527,798,33.96%,19237,3094,9577,4868,2618,895,1279,1
16293,Combo pack of 4 casual sneaker loafer shoe for women. Sneakers For Women  (Multicolor),3.6,Women,Flipkart,999,1996,49.95%,548,99,237,89,98,39,85,1
14291,Women Red Flats Sandal,4.2,Women,Flipkart,249,699,64.38%,512,72,298,107,54,24,29,1
20390,Cosco Blue Light Weight With EVA Sole Running Shoes For Men  (Blue),4,Men,Flipkart,449,999,55.06%,8010,927,4512,1261,956,459,822,1
13265,Women Grey Wedges Sandal,4.3,Women,Flipkart,489,1099,55.51%,156,22,89,40,14,7,6,0
16921,"Socks Stylish Cricket , Walking Shoes , Light Weight Sports Shoes Running Shoes For Women  (Grey)",4,Women,Flipkart,468,999,53.15%,523,71,258,134,65,22,44,0
13197,Slippers,4,Women,Flipkart,319,1000,68.10%,47,7,24,10,6,3,4,0
14796,Men Brown Casual Sandal,4,Men,Flipkart,379,999,62.06%,3447,450,1717,844,446,167,273,1
17529,Sneakers For Men  (White),4.1,Men,Flipkart,398,999,60.16%,2330,385,1231,526,272,113,188,1
12177,Jutis For Men  (Tan),4.1,Men,Flipkart,649,999,35.04%,51,6,24,14,9,2,2,0
15258,Sneakers For Women  (Multicolor),3.5,Women,Flipkart,525,998,47.39%,22,1,8,6,2,2,4,1
15018,Casual Loafer Sneakers Shoes Walking Shoes For Women  (Blue),3.9,Women,Flipkart,589,998,40.98%,650,96,310,140,84,46,70,1
16653,Flip Flops,3.7,Women,Flipkart,199,499,60.12%,646,88,293,123,90,52,88,0
17136,Flip Flops,4,Men,Flipkart,271,299,9.36%,,,,,,1243,1999,1
5138,Women Girl's Fashion Trendy Comfortable Slip On Sneakers For Women  (Navy),4,Women,Flipkart,273,699,60.94%,122,19,62,30,20,4,10,1
6770,Trendy Walking Shoes For Women  (Pink),4,Women,Flipkart,549,999,45.05%,133,17,72,25,14,11,11,0
20603,Walking Shoes For Men  (Black),3.7,,Flipkart,398,999,60.16%,,,,,39,21,48,1
12955,Slides,4.1,Women,Flipkart,284,499,43.09%,872,141,459,210,89,47,67,1
1843,Slippers,4,Women,Flipkart,168,499,66.33%,2111,223,1045,473,290,118,185,1
15674,Boots For Women  (Black),3.3,Women,Flipkart,479,999,52.05%,4,0,1,1,1,0,1,0
18575,Women Black Flats Sandal,4.1,Women,Flipkart,304,999,69.57%,103,10,61,16,14,1,11,1
18355,Zod Runner V3 Wn s IDP Running Shoes For Women  (Blue),4.3,Women,Flipkart,1699,3999,57.51%,3096,325,1791,780,268,102,140,1
8192,Men Brown Sandal,3.9,Men,Flipkart,468,1299,63.97%,1242,135,615,222,177,110,118,1
16995,Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (Brown),4.2,Women,Flipkart,358,999,64.16%,923,162,542,195,107,38,44,0
17371,Combo Pack of Casual Shoes Loafers For Women  (Multicolor),3.8,Women,Flipkart,442,998,55.71%,2673,401,1159,600,449,205,274,1
1153,ROYCE-2 Running Shoes For Men  (Black),4.2,Men,Flipkart,949,1049,9.53%,49101,7248,27266,11914,4923,1871,3127,1
9006,Walking Shoes For Women  (Blue),3.8,,Flipkart,424,499,15.03%,,,,,712,285,519,1
16322,Slippers,3,Men,Flipkart,399,999,60.06%,452,49,145,59,55,47,146,0
17770,Mojari Bellies For Women  (Black),3.7,Women,Flipkart,270,499,45.89%,88,10,40,14,13,8,13,0
10765,Jutis For Women  (Black),3.9,Women,Flipkart,199,799,75.09%,339,51,174,63,44,23,35,0
3311,Women's Combo Pack of 2 casual shoes Sneakers For Women  (Multicolor),4,Women,Flipkart,592,798,25.81%,5657,991,2699,1400,833,287,438,1
20820,"Blackwood n Running shoes, Gym Shoes, Training shoes, Walking Shoes Running Shoes For Men  (Black, Red)",3.8,Men,Flipkart,419,999,58.06%,10615,1369,5247,1762,1398,738,1470,1
13140,TREAD REVOLUTION ADV LP Running Shoes For Men  (Black),3.9,Men,Flipkart,1047,2299,54.46%,1846,215,888,439,219,95,205,1
16881,Women SL-123 Magenta Baby Pink Walking Shoes For Women  (Red),4.3,Women,Flipkart,836,899,7.01%,8998,1321,5182,2559,681,200,376,1
17557,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1499,1699,11.77%,366,34,196,83,36,18,33,1
10940,"New Fashionable Waterproof Casual Shoes,Walking Shoes,Rubber Shoes,Lightweight Shoes Casuals For Women  (Pink)",4,Women,Flipkart,399,799,50.06%,1174,215,609,253,152,55,107,1
14482,sneaker men red 1258 - 10 For Men  (Red),4,Men,Flipkart,275,499,44.89%,1408,165,839,167,139,87,176,1
2148,Perfect Stylish Casual Sneakers For Women & Girls Shoes Sneakers For Women  (Multicolor),4.1,Women,Flipkart,444,999,55.56%,2562,393,1328,656,330,94,151,1
15174,Slides,4.1,Women,Flipkart,345,795,56.60%,961,126,503,219,121,45,80,0
523,Zod Runner NM IDP Running Shoes For Men  (Navy),4.1,Men,Flipkart,2083,4016,50.01%,4813,587,3535,562,419,172,404,1
19366,Mojaris For Men  (Tan),3.8,Men,Flipkart,426,999,57.36%,112,12,54,18,14,11,15,1
14121,Women Pink Heels Sandal,4.1,Women,Flipkart,599,1299,53.89%,1253,196,716,238,104,71,124,1
10138,Men's Formal Lace Up Shoe Lace Up For Men  (Black),4.2,Men,Flipkart,698,699,0.14%,691,90,393,152,74,24,48,0
5392,Flip Flops,3.3,Women,Flipkart,169,499,66.13%,4,1,1,1,0,2,0,0
17625,Pacific Maze Wn s IDP Badminton Shoes For Women  (Blue),4.3,Women,Flipkart,3998,3999,0.03%,51,8,31,11,5,2,2,1
14804,Slip On For Women  (Black),5,Women,Flipkart,349,899,61.18%,3,2,3,0,0,1,0,0
16234,Women Grey Flats Sandal,4.8,Women,Flipkart,349,899,61.18%,5,0,3,0,0,0,0,1
4101,Gliders (from Liberty),4.3,Women,Amazon,499,499,0.00%,308,153,4,4,10,24,57,1
8908,"Designer Loafers For Men  (Brown, Blue)",4,Men,Flipkart,315,499,36.87%,5588,579,3309,780,533,321,645,1
15322,Slides,4,Men,Flipkart,399,499,20.04%,1165,140,553,303,154,54,101,1
5675,Trendy look Men's Casual Wear Dailyuse Flip Flop & Slippers,3.6,Men,Flipkart,199,499,60.12%,144,19,66,22,18,12,26,0
14677,Men's Running Shoes Fashion Breathable Sneakers Mesh Soft Sole Casual Athletic Lightweight Casuals For Men  (Black),3.8,Men,Flipkart,299,1499,80.05%,1630,176,826,240,207,96,261,0
5397,Jutis For Women  (Blue),3.9,Women,Flipkart,284,499,43.09%,989,138,483,187,139,63,117,0
9596,women bellies Loafers For Women  (Beige),4,Women,Flipkart,549,999,45.05%,1616,279,802,382,195,92,145,1
750,Jutis For Men  (Brown),4.2,Men,Flipkart,525,937,52.55%,351,48,118,46,75,12,26,1
5869,"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (Pink)",4.3,Women,Flipkart,365,999,63.46%,556,87,352,103,46,21,34,0
16658,Flip Flops,3.4,Women,Flipkart,330,499,33.87%,307,33,117,50,38,32,70,0
